bathrooms,constructed_year,description,elevator,energetic_qualification_kWhm2_year,floor,heater_system,its_new,m2_build,neigh_m2_useful,neighbourhood,garden,price_down_euro,price_down_percentage,price_euro,price_m2,real_estate,ref,rooms,status,terrace,title,link,avg_neigh_euro_m2,neigh_quality,neigh_type,neigh_floors,neigh_rent,neigh_rooms
2,1965,Piso en venta en Eixample Esquerra Barcelona Luminoso piso de 136 m2 en una bonita finca regia con ascensor cerca de Parque Joan Miró en Eixample Esquerra. La vivienda tiene doble orientación a sud y norte; diferenciando el área social de la de descanso. Está en muy buen estado y se distribuye en un gran salón comedor de 40 m2 con salida a balcón a calle. Tiene un estudio amplio anexo que funciona como biblioteca. Espaciosa cocina office con mucho espacio de almacenaje. La zona de descanso consta de 3 dormitorios dobles la principal en suite. El piso tiene salida a una galería que se ha dividido y sumado a dos de las habitaciones para crear una zona de vestidor o despacho. Hay un segundo baño que da servicio al resto del piso. Trastero en la azotea del edificio. Techos altos con vigas de madera vista. Suelos de parqué. Calefacción y ...,1,0,2,null,0,138,75,Eixample,0,573000,4,550000,3986,Walter Haus,Ref.: 3030V(1),3,2,0,Piso en venta en La Nova Esquerra de l'Eixample,http://idealista.com/inmueble/90306320/,3665,0.13981191222570533,25,8,0.34054951134058636,5
1,1995,CALABRIA / EDIFICIO LAS ARCADIAS Fantástica vivienda de 70m² exterior esquinera a calle Calabria con salida a una terraza y adaptada para personas mayores se encuentra lista para entrar a vivir. Compuesta de salón comedor grande dormitorio doble con baño completo y plato de ducha todos los espacios son muy amplios y adaptados también dispone de cuarto de aguas. Destacamos de estos apartamentos sus calidades en la construcción para ofrecer la mejor calidad de vida. Cuentan con servicios adaptados para personas mayores como: Vigilancia enfermería restaurante al precio de 6 € por menú mantenimiento reparaciones etc. Sus profesionales están allí para ayudarle las 24h y asesorarle en lo que necesite. Las viviendas son privadas y la libertad es absoluta. Dispone de un espacio común: sala de juegos biblioteca salón de TV gimnasio capilla lavandería enfermería. La vivienda dispone de trastero incluido en el precio. &nbsp;.,1,0,1,Eléctrica,0,77,75,La Nova Esquerra de l'Eixample,0,275000,5,260000,3377,Gema,Ref.: 3602,1,2,0,Piso en venta en calle de Calàbria,http://idealista.com/inmueble/89815923/,3613,0.12846144029945983,0,4,0.46245951934549173,5
1,1981,¡NUEVA OPORTUNIDAD DE VIVIENDA! Vivienda en la zona del Clot - Sant Marti cercano a comercios transporte público (H10 33 B24 H12 L2 Bac de Roda y Tranvía) supermercados (Lidl Mercadona Condis Día y BonArea) Colegios y centro comerciales (Diagonal Mar y Glories)  Piso de 57 mtrs útiles todo exterior. Distribuido en una habitación cocina independiente baño en buen estado de tres piezas con plato de ducha salón-comedor exterior con salida a patio al interior. Suelo de parquet carpintería de aluminio y A/A. Finca con ascensor y del año 1981.  Si desea conocer el valor de su vivienda contáctenos se lo valoramos gratuitamente y profesional Y en el caso que necesite asesoramiento financiero disponemos del departamento para que pueda tramitar hipoteca.  No te quedes sin visitarlo contáctanos y solicita tu cita previa.,1,0,1,Bomba de frío/calor,0,60,75,El Clot,0,0,0,179000,2983,ESTUDI SOL DE MAYO S.L.,Ref.: CA-1,1,2,1,Piso en venta en Espronceda,http://idealista.com/inmueble/90264532/,0,0.147481001970166,7,4,0.29729888777732005,5
2,1957,Excelente propiedad en finca clásica con servicio de portería de 134m2 construidos mas terrazas de 8m2 y 3m2 orientadas a sur (cabe mesa y sillas). 3 dormitorios(2 de ellos dobles y 1 individual generosa) mas 1 habitación de servicio con baño de servicio y 1 cuartos de baño amplio salón-comedor 30 m2 con acceso a terraza de 8 m2 cuadrada con agradables y relajantes vistas a zona verde y a calle con poco trafico.  Cocina con pequeño office amplio y señorial recibidor estancias muy amplias con techos altos altos con molduras zona de aguas independiente balcón con agradables y relajantes vistas en habitación principal piso de planta rectangular con muy poco pasillo.  Calefacción a gas aire acondicionado en salón por split suelos de parquet de roble maderas interiores nobles  Piso que precisa actualización posibilidad de plazas de parquing en zona.  Zona con todo tipo de servicios y comunicaciones zona de actividad vital (calle Balmes-Padua) pero tranquilidad absoluta en el inmueble(calle atenas y parque de monterols).  Ferrocarriles frenta al inmueble autobuses mercado y zonas verdes.,1,0,4,Gas natural,0,134,105,Sant Gervasi - Galvany,0,620000,4,595000,4440,comercial,Ref.: 11166,4,2,1,Piso en venta en calle Balmes,http://idealista.com/inmueble/90461132/,3318,0.05003535106325119,15,7,0.367651057812585,5
3,2006,Ubicada en el parque natural de Collserola magnifica casa de 243m2 construidos distribuidos en tres plantas con 4 habitaciones dos baños completos un aseo de cortesía dos terrazas y jardín privado en una parcela de 800m2.  La entrada dispone de zona de aparcamiento zona de almacenaje y porche. En la planta superior encontramos un ancho hall de entrada y una espaciosa habitación/estudio.  Bajando las escaleras accedemos a la segunda planta en la que se ubican la zona de aguas una habitación doble aseo de cortesía con zona de almacenamiento y el pasillo que conduce a un gran salón-comedor de más de 60m2 con una amplia cocina americana y salida a una terraza con fabulosas vistas a la montaña. La planta inferior consta de un distribuidor y dos habitaciones dobles una de ellas suite con ducha y de más de 19m2 y con salida a terraza ...,0,157,0,Calefacción individual,0,243,75,Sarrià-Sant Gervasi,0,0,0,650000,2675,Coldwell Banker Llebrenc Coldwell Banker Llebrenc,Ref.: 4316,4,2,1,Casa o chalet independiente en venta en Vallvidrera - El Tibidabo i les Planes,http://idealista.com/inmueble/88740695/,3649,0.06788321167883216,7,5,0.34054951134058636,5
2,1850,En pleno centro histórico de Barcelona cerca de la Plaça del Pi y la Plaça Sant Josep Oriol esta propiedad a reformar es sumamente interesante. Su localización el interior y los excelentes detalles originales otorgan muchas posibilidades al nuevo propietario.  La propiedad de 175 m2 construidos según Catastro dispone de 5 habitaciones dobles y 2 cuartos de baño. Tiene elementos como suelos hidráulicos volta catalana y rosetones en el techo que son todo un viaje por la historia de la arquitectura catalana. Los techos son altos de más de 3 metros.  La vivienda cuenta con 5 balcones con orientación a la calle y 4 a patios. Todos los patios tienen estructura de bajantes lo que permite múltiples posibilidades a la hora de la reforma.  El edificio construido en 1850 es esquinero y destaca por su tremenda elegancia. Además tiene ascensor. Su excelente localización permite disfrutar de la Barcelona más tradicional además de la perfecta conexión con transporte público.,1,0,1,null,0,175,75,Ciutat Vella,0,0,0,680000,3886,Bcn Advisors,Ref.: BCN06321,5,3,0,Piso en venta en El Gòtic,http://idealista.com/inmueble/88503677/,3109,0.10027511482608709,0,0,0.3010066103572984,4
2,1967,CASP - ARC DE TRIOMF Vivienda totalmente reformada para estrenar de tres habitaciones precioso salón comedor con cocina integrada exterior a calle con salida a balcón amplio. Aire acondicionado. Dos baños completos con ducha. Finca con ascensor construida en el año 1967. La vivienda tiene una superficie construida de 118 m² aproximadamente según referencia catastral. Zona inmejorable muy bien comunicada con todo tipo de comercios y transporte público tanto de bus metro línea 1 Arc Triomf y Estación de Renfe. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).,1,148,2,null,0,118,75,Eixample,0,0,0,445000,3771,donpiso Bcn Berlín,Ref.: 202275,3,2,0,Piso en venta en El Fort Pienc,http://idealista.com/inmueble/82927181/,3665,0.13981191222570533,25,8,0.34054951134058636,5
5,1991,Construida en 1991 de obra vista en barrio residencial y en entorno de zona verde con todo tipo de comunicaciones y servicios disponemos de esta propiedad de 311m2 construidos de 4 plantas una de ellas bajo rasante. 1 terraza inferior de 24 m2 y una terraza de 30m2 con vistas a mar y a la ciudad y garaje de 23m2 se distribuyen de la siguiente manera. Los distintos niveles estan comunicados a través de una cómoda y amplia escalera.   PLANTA DE ENTRADA: disponemos de recibidor garaje con acceso directo a la calle con cabida para amplio coche y motos. ! aseo de cortesía compacto de 40m2 de cocina abierta con isla y comedor Confortable escalera que nos distribuye al resto de plantas y comoda escalera desde la cocina que nos baja a la terraza inferior de 24 m2.  PLANTA INFERIOR: Salón de 40m2 con acceso a terraza de 24m2 Un baño comp...,0,0,0,Calefacción individual,0,311,75,Sarrià-Sant Gervasi,1,0,0,990000,3183,comercial,Ref.: 10836,5,2,1,Chalet pareado en venta en El Putxet i el Farró,http://idealista.com/inmueble/85150256/,4396,0.13981191222570533,15,4,0.34054951134058636,5
2,1965,JUNTO MERCADO DE GRÀCIA Dúplex en venta de techos altos y con mucha luz dado que es exterior a la calle. Preparado para entrar a vivir con perfectos acabados. Se compone y se accede desde la planta baja a un amplio salón comedor cocina independiente y totalmente equipada dos habitaciones dobles (junto a una de ellas encontramos un baño de cortesía); subiendo a la primera planta por unas escaleras de fácil acceso se encuentra un recibidor que conduce a la que seria la habitación principal que cuenta con un fantástico vestidor y un baño completo con plato de ducha. El piso está ubicado en el corazón del barrio de Gracia concretamente en La Vila de Gràcia: una zona llena de vida parques y gente. Equipada con todos los servicios centros médicos cercanos restaurantes cines y teatros centros de ocio cultural gimnasios etc. A pocos minutos del centro de Barcelona con muy fácil acceso desde Avenida Diagonal con metros cercanos como Joanic L4 y Lesseps L3; y autobuses como el 6 33 34 39 55 114 116 y H8. No dude en llamarnos o pedir mas información VÉALO! ( El PVP indicado no incluye impuestos ni gastos de Escritura ).,0,194,0,null,0,65,75,Gràcia,0,0,0,280000,4308,donpiso Bcn Sant Gervasi,Ref.: 209063,2,2,0,Piso en venta en Vila de Gràcia,http://idealista.com/inmueble/81848515/,3613,0.07819539194233494,15,6,0.28864718754022395,4
2,1930,Espectacular piso en la zona de la eixample cerca de paseo de gracia el piso es un cuarto de altura su distribución esta completa de zona de día con entrada directa al salón comedor con una cocina abierta de grandes dimensiones salón comedor de 45 m2 da a la calle con tres grandes ventanales y una pequeña galería donde se puede ver paseo de gracias en la zona noche se encuentran tres habitaciones dobles con dos baños completos el piso esta completamente reformado con instalaciones de aire acondicionado y calefacción una gran vivienda para vivir en una zona llena de vida cerca de tiendas restaurantes y de transporte publico. llámenos y le atenderemos y le explicaremos con todo detalles.,1,0,4,null,0,189,75,Vila de Gràcia,0,1190,9,1080000,5714,Pedroochoa,Ref.: b,3,0,0,Piso en venta en calle de Còrsega,http://idealista.com/inmueble/91420072/,3558,0.10729504005454238,0,4,0.46245951934549173,4
2,2016,Fantástico apartamento reformado de alto standing situado en una finca regia&nbsp;a solo dos manzanas de Paseo de Gràcia. El edificio totalmente rehabilitado conserva sus elementos modernistas y&nbsp;ofrece piscina comunitaria gimnasio y servicio de conserjería.   El apartamento tiene unas dimensiones de 106 m² y también se ha reformado por completo con acabados de la más alta calidad parquet de roble natural baldosas de diseño propio techos de volta Catalana armarios lacados tiradores de ébano y acero entre otros.   Cuenta con un salón-comedor de planta abierta y una cocina equipada con vistas del bonito patio interior típico del Eixample. Dispone de 2 dormitorios que incluyen el dormitorio principal con cuarto de baño privado y otro cuarto de baño de uso compartido.   Póngase en contacto con nosotros para recibir más información o concertar una visita.,1,0,0,null,0,106,75,Eixample,0,0,0,925000,8726,Lucas Fox Barcelona,Ref.: BCN24046,2,2,0,Piso en venta en La Dreta de l'Eixample,http://idealista.com/inmueble/91372654/,3665,0.13981191222570533,25,8,0.34054951134058636,5
2,1960,Ático con vistas al mar en Sagrada Família Se trata de un ático único con vistas espectaculares hacia el mar en el dinámico barrio de La Sagrada Família. Tiene una superficie de 99m2 de vivienda y 52m2 de terraza. Al entrar la propiedad se divide en dos zonas distintas.  Yendo a la izquierda entramos en el luminoso espacio de vida orientado al sureste compuesto de la cocina equipada con un piano de cocción de marca Smeg y al fondo del salón comedor. Dos ventanales dan acceso desde la cocina o el salón a la fabulosa terraza de 52m2 perfectamente acondicionada para disfrutarla en todas la temporadas. Goza de toldos y de un sistema de vaporización de agua para refrescarla en los días con más calor. Destacamos la total privacidad de éste espacio y las vistas espectaculares a más de 180º y podrán contemplar desde la torre Agbar el mar o ...,1,0,7,Gas natural,0,116,75,Eixample,0,0,0,540000,4655,Barcelona MMC - Eixample - S2,Ref.: W-02HZNV,3,2,1,Ático en venta en La Sagrada Família,http://idealista.com/inmueble/88509603/,3665,0.13981191222570533,25,8,0.34054951134058636,5
1,1900,En finca regia piso alto y luminoso de 72 m2 construidos dispone de 3 habitaciones (1 doble 1 individual generosa 1 individual) con un cuarto de baño salón de 17m2 exterior a un agradable y amplio patio de manzana donde esta ubicado el propio Seminari Conciliat de Barcelona lo que nos proporciona con unas magnificas vistas a su arquitectura y jardines sin ruidos de trafico. Cocina equipada con su zona de lavandería independiente piso para entrar a vivir cocina y baños reformados suelos de parquet calefacción a gas y split de aire acondicionado en salón preinstalacion de alarma. Zona con todo tipo de servicios y axctividades comerciales muy céntrico y próximo a universidad autónoma varias lineas de metro y autobuses estaciones de tren.,1,0,5,Gas natural,0,72,75,L'Antiga Esquerra de l'Eixample,0,0,0,450000,6250,comercial,Ref.: 10970,3,2,0,Piso en venta en calle d'Aribau,http://idealista.com/inmueble/87303192/,3840,0.06280814576634508,15,7,0.30941341613850015,5
1,1920,Apartamento de 90 m2 construidos en finca regia totalmente reformado conservando elementos originales de época como mosaicos y carpintería techos altos 2 dormitorios 1 doble y 1 individual generosa mas una 3 habitación habilitada como vestidor 1 cuarto de baño amplio salón comedor 29m2 exterior con un balcón. Piso alto y muy luminoso calefacción por aire. Piso ubicado en el bullicioso barrio de Sant Antoni.  El nombre del barrio tiene su origen en el convento de Sant Antoni Abat levantado en el siglo XV junto a la muralla de Barcelona. De aquel lugar salía el camino de Fraga que iba hacia Esplugues y Martorell; era uno de los principales y el más transitado. Se dirigía al sitio conocido como de la Creu Coberta donde se encontraba la cruz de término de la ciudad antes de entrar en el pueblo de Sants. En 1806 el convento pa...,1,0,4,null,0,90,75,La Nova Esquerra de l'Eixample,0,0,0,450000,5000,comercial,Ref.: 11048,2,2,0,Piso en venta en calle Diputacion,http://idealista.com/inmueble/88689084/,0,0.07087887575284413,15,4,0.30941341613850015,5
2,1907,Exclusivo Ático con dos amplias terrazas en el CUADRAT D'OR de L'EIXAMPLE Ubicación inmejorable muy céntrico. A dos calles de la Pza Urquinaona y muy próxima al Paseo de Gracia y a la Plaza Catalunya.  Esta magnífica propiedad está ubicada en la planta superior de un edificio clásico en perfecto estado de conservación. Dispone de servicio de conserge y ascensor.  Típico piso del Eixample de techos altos con doble orientación a ambos extremos (Sur-Este zona de día y Norte-Oeste zona de noche) con gran luminosidad.   Sus dos amplias terrazas de 40m² y 20m² a ambos extremos de la vivienda propician el disfrute y la desconexión mientras divisamos la Ciudad Condal y donde pasar excelentes momentos.  La zona noble está compuesta por un salón comedor de 20m² aproximadamente con una chimenea y paso a la terraza más amplia de 40m² orientada ...,1,115,6,null,0,120,75,La Dreta de l'Eixample,0,0,0,900000,7500,Inforyatrica,Ref.: Girona - Vda,3,2,1,Ático en venta en calle de Girona,http://idealista.com/inmueble/91316420/,0,0.07087887575284413,15,7,0.4553054662379421,5
2,1870,PASSATGE SANT BENET - ARC DE TRIOMF piso en venta en el Centro de Barcelona. El piso dispone de tres habitaciones salón cocina baño y balcón exterior a la calle. Fachada rehabilitada. El piso está situado en una zona de mucha tranquilidad rodeado de zonas verdes bien comunicado con metro L1 y L4 a cinco minutos de Plaça Catalunya. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).,0,218,3,null,0,68,75,Ciutat Vella,0,0,0,233150,3429,donpiso Bcn Sagrada Família,Ref.: 237483,3,2,0,Piso en venta en Sant Pere - Santa Caterina i la Ribera,http://idealista.com/inmueble/88944687/,2716,0.10027511482608709,0,0,0.3010066103572984,3
2,1974,GEINBAR VENDE. - Vivienda completamente reformada a estrenar con acabados de primera calidad. exterior con mucha luz.    Se compone de 2 habitaciones individuales 1 habitación doble en suite con salida a amplia terraza de 19m² 2 baños completos amplio salón a nivel de terraza cocina abierta equipada.    Características básicas    •92m² construidos 89m² útiles  •1 habitación doble en suite   •2 habitaciones individuales  •2 baños completos  •Terraza de 19m²   •Orientado al Oeste  •Cocina abierta equipada  •Aire acondicionado  •Calefacción   •Ascensor   •Finca del año 1974 con conserje  •Acceso a personas con movilidad reducida        El barrio de Sarrià conserva aún el aire de pueblo que entusiasmó a la burguesía catalana del siglo XIX: pequeñas calles y plazas que se vertebran en torno a la calle Major aceras estrechas en calles ...,1,0,0,Eléctrica,0,92,105,Sarrià,0,0,0,598000,6500,Geinbar,Ref.: GV530-B,3,0,1,Piso en venta en calle de Sol i Padrís,http://idealista.com/inmueble/91519025/,5080,0.02874416631310983,2,2,0.29083580823080185,5
2,1906,GEINBAR VENDE. - Magnífico piso reformado recientemente alto ubicado en finca regia.    Luminoso y amplio salón comedor conectado con una cocina moderna y funcional. Con elementos arquitectónicos originales conservados como los rosetones y las molduras de sus techos infinitos. Se compone de cuatros habitaciones. Una suite principal con baño y salida a balcón exterior una amplio dormitorio doble un dormitorio individual y una habitación actualmente empleada como despacho. Suelos de parquet natural carpintería de madera calefacción por radiadores de gas y aire acondicionado por conductos.     Características básicas    •149m² construidos 134m² útiles  •2 habitaciones dobles  •2 habitaciones individuales  •2 baños  •Luminoso y amplio salón comedor de 35m²  •Balcón de 3m²  •Calefacción por radiadores  •Aire acondicionado por conduct...,1,137,3,Calefacción individual,0,149,75,L'Antiga Esquerra de l'Eixample,0,0,0,710000,4765,Geinbar,Ref.: GV546,4,2,1,Piso en venta en calle d'Aribau,http://idealista.com/inmueble/90629304/,3840,0.12846144029945983,0,7,0.42443676109747935,5
3,1972,Destacamos esta preciosa y acogedora vivienda que a la vez goza de mucha luz natural. Situada en una de las mejores zonas residenciales de Sant Gervasi - Galvany rodeado de todo tipo de servicios a su alcance.     La vivienda está compuesta por un amplio y luminoso salón comedor de dos estancias con salida directa a una bonita terraza orientada a Este y con agradables vistas despejadas amplia cocina office con una galería y puerta de servicio 4 amplios dormitorios y 3 baños completos siendo uno de ellos en suite suelos de parqué calefacción a gas y aire acondicionado.    La vivienda cuenta con dos plazas de aparcamiento una para un coche y otra plaza para motos y bicicletas etc.. . Las plazas de aparcamiento no están incluidas en el precio. La finca dispone de conserje y dos ascensores.    La vivienda se encuentra en una calle tranquila y poco transitada.,1,124,2,Gas natural,0,152,105,Sant Gervasi - Galvany,0,0,0,695000,4572,Geinbar,Ref.: GV592-B,4,2,1,Piso en venta en calle De Descartes,http://idealista.com/inmueble/91519047/,3649,0.05003535106325119,15,7,0.367651057812585,5
2,1928,GEINBAR VENDE.- CASA CON JARDÍN Y TERRAZA EN GUINARDÓ    Casa unifamiliar con mucho encanto en zona muy tranquila y bien comunicada. Distribuida en dos plantas.    Al entrar encontramos el amplio recibidor que da acceso a dos salones la escalera de subida a la planta superior y a un corto pasillo que accede a la cocina a un pequeño comedor y al jardín.     En la planta baja el primer salón muy amplio y exterior con dos ventanas mucha luz natural y una chimenea totalmente funcional que lo hace aún más acogedor. El segundo salón también es exterior dispone de una ventana es muy soleado y da acceso a una sencilla habitación exterior y a un baño con ducha que podemos usar como aseo de cortesía.   Desde la entrada continuando nuestro recorrido por el corto pasillo antes mencionado encontramos la cocina independiente y con ventan...,0,0,0,null,0,204,75,El Guinardó,0,0,0,580000,2843,Geinbar,Ref.: GV585-B,5,3,1,Casa o chalet en venta en calle de la Torre dels Pardals,http://idealista.com/inmueble/91519045/,2926,0.07819539194233494,4,6,0.19806889352818371,5
1,1929,GEINBAR VENDE. - PISO CON GRAN TERRAZA A NIVEL A ESTRENAR EN LES CORTS    Características básicas    •51m² construidos 48m² útiles  •1 habitación doble  •1 baño  •Luminoso salón comedor de 15m²  •Orientado al Suroeste  •Cocina abierta  •Terraza de 41m² a nivel  •Calefacción y A/A por conductos  •Finca del año 1929 con ascensor         Barcelona es una ciudad española capital de la comunidad autónoma de Cataluña de la comarca del Barcelonés y de la provincia homónima. Con una población de 1 620 343 habitantes en 2018 es la segunda ciudad más poblada de España después de Madrid y la undécima de la Unión Europea.     Como capital de Cataluña y segunda ciudad en importancia de España la Ciudad Condal ha forjado su relevancia con el tiempo desde ser una pequeña colonia romana hasta convertirse en una ciudad cosmopolita valorada internacionalmente por aspectos como su economía su patrimonio artístico su cultura su deporte y su vida social.,1,137,1,Calefacción individual,0,51,75,Les Corts,0,0,0,280000,5490,Geinbar,Ref.: GV600,1,0,1,Piso en venta en calle de Caballero,http://idealista.com/inmueble/91519057/,4040,0.19163763066202089,7,4,0.3452597638982786,5
1,1929,GEINBAR VENDE. - ÁTICO CON TERRAZA A ESTRENAR EN LES CORTS    Características básicas:    •49m² construidos 45m² útiles  •1 habitación doble  •1 baño  •Luminoso salón comedor  •Balcón  •Orientado al Suroeste  •Cocina abierta  •Terraza de 31m²  •Calefacción y A/A por conductos  •Galería  •Finca del año 1929 con ascensor         Barcelona es una ciudad española capital de la comunidad autónoma de Cataluña de la comarca del Barcelonés y de la provincia homónima. Con una población de 1 620 343 habitantes en 2018 es la segunda ciudad más poblada de España después de Madrid y la undécima de la Unión Europea.     Como capital de Cataluña y segunda ciudad en importancia de España la Ciudad Condal ha forjado su relevancia con el tiempo desde ser una pequeña colonia romana hasta convertirse en una ciudad cosmopolita valorada internacionalmente por aspectos como su economía su patrimonio artístico su cultura su deporte y su vida social.,1,137,2,Calefacción individual,0,49,75,Les Corts,0,0,0,315000,6429,Geinbar,Ref.: GV576,1,2,1,Piso en venta en calle de Caballero,http://idealista.com/inmueble/89403698/,4040,0.19163763066202089,7,4,0.3452597638982786,5
3,1975,Exclusivo piso exterior en venta en Francesc Carbonell con posibilidad de segregar En las conocidas Cocheras de Sarrià encontramos este amplio piso &nbsp;de 238m² reformado con mucha luz suelos de parque calefacción de gas y aire acondicionado. Accedemos a la vivienda por un&nbsp; distribuidor dando paso a un magnifico salón en dos ambientes con chimenea y salida a una terraza de 5 m² con una amplia cocina office y &nbsp;zona de aguas independiente. &nbsp; En la zona de noche tenemos cinco dormitorios el dormitorio principal en suite&nbsp;y salida a una terraza otra suite junior y tres dormitorios que comparten un baño completo; &nbsp;todos los dormitorios son exteriores y&nbsp; con armarios empotrados. La vivienda se caracteriza por su luminosidad y distribución. La finca dispone de dos ascensores y servicio de conserje. El precio incluye plaza de parking y trastero. La vivienda puede segregarse en dos pisos ya está aceptado en los estatutos de la comunidad.,1,0,1,Gas natural,0,238,105,Sarrià,1,0,0,1265000,5315,aProperties Real Estate Barcelona,Ref.: VB2010038-2,5,2,0,Piso en venta en calle de Francesc Carbonell,http://idealista.com/inmueble/91633142/,5080,0.02874416631310983,2,2,0.29083580823080185,5
2,1999,Esta propiedad se encuentra en una de las mejores zonas de Barcelona el principio del Passeig de Gràcia muy cerca de Plaça Catalunya y el centro de la ciudad. Se trata de una oportunidad genial de vivir en un ambiente exclusivo con todas las comodidades posibles en los alrededores: comercios restaurantes centros comerciales transporte público servicios etc.  La vivienda es dúplex con una superficie de 70 m2 más 30 m2 correspondientes al altillo. Es muy tranquila ya que tiene orientación suroeste hacia el patio de manzana interior y muy luminosa gracias a los grandes ventanales. El salón-comedor es amplio y la cocina independiente está equipada con electrodomésticos.  En la planta superior se sitúa la zona de noche que dispone de 1 dormitorio en suite con cuarto de baño que tiene bañera y ducha 1 dormitorio individual y 1 cuarto de baño independiente con plato de ducha.  El dúplex dispone de trastero en los bajos del edificio calefacción instalación de aire acondicionado por splits en todas las estancias y suelos de parquet natural. Se encuentra en un edificio señorial y elegante con el interior totalmente reformado en 1999. La finca dispone de 2 ascensores y servicio de conserjería.,1,177,5,Eléctrica,0,100,75,La Dreta de l'Eixample,0,0,0,800000,8000,Bcn Advisors,Ref.: BCN06389,2,2,0,Dúplex en venta en paseo de Gràcia,http://idealista.com/inmueble/89971236/,0,0.07087887575284413,15,7,0.4553054662379421,5
1,1902,CONSELL DE CENT / PAU CLARIS En Finca Regia del 1902. Vivienda situada en la cuarta planta real del edifico con ascensor lista para entrar a vivir y con mucha luz natural. C/ Consell de Cent a 2 calles de Paseo de Gracia y a pocos minutos de Rambla Cataluña encontramos este piso compuesto por: salón-comedor muy espacioso exterior a calle con salida a un balcón típico de l'Eixample cocina equipada un dormitorio doble exterior a calle y baño completo con una gran ducha. Suelos de parket puertas de madera aire acondicionado ( frio y calor) carpintería de aluminio y madera. La Dreta de l'Eixample se trata de una de las zonas más céntricas de Barcelona donde podemos encontrar edificios emblemáticos como la Casa Batlló y la Casa Milà más conocida como La Pedrera. Cerca de comercios boutiques exclusivas restaurantes y perfectamente comunicado con el transporte público. Índice referencia alquiler: 1570 € / m² A. inferior: 1333 € / m² A. superior: 2167 € / m².,1,0,0,null,0,70,75,La Dreta de l'Eixample,0,0,0,360000,5143,Gema,Ref.: 3432,1,0,0,Piso en venta en calle del Consell de Cent,http://idealista.com/inmueble/89359380/,0,0.07087887575284413,15,7,0.42443676109747935,5
2,1980,Próximo a Plaça Universitat en una finca de los años 80 se encuentra esta propiedad dispone de cuatro habitaciones al entrar en la vivienda un amplio recibidor nos diferencia dos zonas a la izquierda dos habitaciones (una doble y otra individual) y un baño completo con ducha desde el recibidor seguimos recto y nos encontramos con la cocina equipada office seguido del salón-comedor con salida a un balcón donde podemos poner una mesa y un par de sillas la zona de recibidor distribuidor y salón-comedor el pavimento es parquet y en las habitaciones hay terrazo al balcón tenemos acceso desde el salón-comedor y la habitación principal desde el salón-comedor accedemos a un distribuidor donde encontramos dos habitaciones (una doble y una individual) así como un cuarto de baño con bañera los dos distribuidores que tiene la vivienda t...,1,0,3,Bomba de frío/calor,0,102,75,L'Antiga Esquerra de l'Eixample,1,0,0,470000,4608,aincasa aicat 2677,Ref.: 4216,4,2,0,Piso en venta en calle Casanova,http://idealista.com/inmueble/87398266/,3665,0.07087887575284413,0,7,0.30941341613850015,5
5,2001,Bonita casa aislada de diseño actualmente se encuentra alquilada con un contrato de arrendamiento a término con un renta mensual de 2.700 00. -€ resaltar la luz a raudales y sus fabulosas vistas a Montserrat con puestas de Sol únicas con colores nunca vistos la vivienda esta distribuida en cuatro plantas mas una zona de garaje para dos o tres coches superficie 30 metros proyecto de reforma 2003 acceso mediante escalera y ascensor en planta sótano encontramos una amplia zona polivalente dormitorio de servicio y un baño en suite trastero y cuarto de maquinaria ascensor en primer nivel encontramos tres dormitorios (17+22+18 metros) con vistas a piscina y zona ajardinada de la propia casa y dos baños uno de ellos en suite toda la planta con luz a raudales en segundo nivel tenemos salón-comedor de 51 metros cocina equipada offi...,0,132,0,Gas natural,0,380,135,Vallvidrera - El Tibidabo i les Planes,1,0,0,830000,2184,aincasa aicat 2677,Ref.: 3413c,5,2,1,Casa o chalet independiente en venta en calle de Can Basseda,http://idealista.com/inmueble/35492296/,0,0.016720738707262317,1,3,0.2642874968804592,5
3,1900,El piso se encuentra en una de las fincas más emblemáticas de la preciosa y céntrica Rambla de Cataluña del año 1900. Situada en una cuarta planta tiene vistas a calle y a uno de los característicos patios de manzana de l’Eixample.   Ubicada en impresionante finca cuenta con entrada para carruajes un ascensor de época restaurado y la escalera con balaustrada en mármol. El piso está reformado a estrenar con materiales de alto standing: cocina totalmente equipada cuenta con electrodomésticos de la más alta gama ( Sub-Zero Wolf AEG) domótica en toda la casa persianas automatizadas sistema de audio en todas las estancias Calefacción/aire acondicionado por conductos calentadores de toallas en todos los baños.  El inmueble se distribuye en amplísimo salón comedor tres habitaciones dos de ellas con baño en suite más un baño de uso ge...,1,0,4,Gas natural,0,162,75,La Dreta de l'Eixample,0,0,0,1600000,9877,aincasa aicat 2677,Ref.: 4144,3,2,0,Piso en venta en rambla de Catalunya Barcelona,http://idealista.com/inmueble/83420363/,0,0.12846144029945983,0,7,0.30941341613850015,5
